product,year,scenario,region,pct_change
aggregated,2030,Hot/Dry,Kakheti,-2.194537461239605
aggregated,2030,Median,Kakheti,-4.908538964726503
aggregated,2030,Warm/Wet,Kakheti,-3.2777143452423587
aggregated,2030,Hot/Dry,Kvemo Kartli,-1.1375469966825307
aggregated,2030,Median,Kvemo Kartli,-3.4661820515925257
aggregated,2030,Warm/Wet,Kvemo Kartli,-2.4473211813698157
aggregated,2030,Hot/Dry,Mtskheta-Mtianeti,-0.3505679400069823
aggregated,2030,Median,Mtskheta-Mtianeti,-0.8145981364525312
aggregated,2030,Warm/Wet,Mtskheta-Mtianeti,-0.5083795106678508
aggregated,2030,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-0.5784868474278966
aggregated,2030,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.7216370364025266
aggregated,2030,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.7419156113655276
aggregated,2030,Hot/Dry,Samegrelo-Zemo Svaneti,-2.4645600717472576
aggregated,2030,Median,Samegrelo-Zemo Svaneti,-1.9912389941008968
aggregated,2030,Warm/Wet,Samegrelo-Zemo Svaneti,-1.9652148789470942
aggregated,2030,Hot/Dry,Samtskhe-Javakheti,-0.5446491223827081
aggregated,2030,Median,Samtskhe-Javakheti,-0.7803029836953357
aggregated,2030,Warm/Wet,Samtskhe-Javakheti,-0.8682083487291976
aggregated,2030,Hot/Dry,Shida Kartli,-0.7375704969985009
aggregated,2030,Median,Shida Kartli,-1.1550514355866142
aggregated,2030,Warm/Wet,Shida Kartli,-1.0808796875632396
aggregated,2030,Hot/Dry,Tbilisi,-1.3753668369751608
aggregated,2030,Median,Tbilisi,-4.513704853611046
aggregated,2030,Warm/Wet,Tbilisi,-2.740392738946994
aggregated,2031,Hot/Dry,Abkhazia,
aggregated,2031,Median,Abkhazia,
aggregated,2031,Warm/Wet,Abkhazia,
aggregated,2031,Hot/Dry,Ajaria,-3.7887653248647837
aggregated,2031,Median,Ajaria,-2.4443935481924797
aggregated,2031,Warm/Wet,Ajaria,-1.6974913357454682
aggregated,2031,Hot/Dry,Guria,-12.595885622260269
aggregated,2031,Median,Guria,-8.337022466186284
aggregated,2031,Warm/Wet,Guria,-8.357113352017222
aggregated,2031,Hot/Dry,Imereti,-8.61259891785653
aggregated,2031,Median,Imereti,-4.512345174015579
aggregated,2031,Warm/Wet,Imereti,-3.951302623835545
aggregated,2031,Hot/Dry,Kakheti,-5.863290849356758
aggregated,2031,Median,Kakheti,-3.0657871847942033
aggregated,2031,Warm/Wet,Kakheti,-2.308739003419376
aggregated,2031,Hot/Dry,Kvemo Kartli,-4.653575962947386
aggregated,2031,Median,Kvemo Kartli,-2.07662177751736
aggregated,2031,Warm/Wet,Kvemo Kartli,-1.2850371568572
aggregated,2031,Hot/Dry,Mtskheta-Mtianeti,-1.0408908157353665
aggregated,2031,Median,Mtskheta-Mtianeti,-0.4808040445346933
aggregated,2031,Warm/Wet,Mtskheta-Mtianeti,-0.3731377460019871
aggregated,2031,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.1535070159153804
aggregated,2031,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.5484914269399042
aggregated,2031,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.37958085330052427
aggregated,2031,Hot/Dry,Samegrelo-Zemo Svaneti,-3.74941754077976
aggregated,2031,Median,Samegrelo-Zemo Svaneti,-2.139982487387371
aggregated,2031,Warm/Wet,Samegrelo-Zemo Svaneti,-1.7637391476403792
aggregated,2031,Hot/Dry,Samtskhe-Javakheti,-1.4379694098021503
aggregated,2031,Median,Samtskhe-Javakheti,-0.6023681433469932
aggregated,2031,Warm/Wet,Samtskhe-Javakheti,-0.5558589489523484
aggregated,2031,Hot/Dry,Shida Kartli,-1.6929355705848366
aggregated,2031,Median,Shida Kartli,-0.8525944067306028
aggregated,2031,Warm/Wet,Shida Kartli,-0.4199621416795054
aggregated,2031,Hot/Dry,Tbilisi,-5.990775774865028
aggregated,2031,Median,Tbilisi,-2.3576365048792667
aggregated,2031,Warm/Wet,Tbilisi,-1.3169591531056994
aggregated,2032,Hot/Dry,Abkhazia,
aggregated,2032,Median,Abkhazia,
aggregated,2032,Warm/Wet,Abkhazia,
aggregated,2032,Hot/Dry,Ajaria,-5.826281167735104
aggregated,2032,Median,Ajaria,-1.2912096709409013
aggregated,2032,Warm/Wet,Ajaria,-1.4499202658370507
aggregated,2032,Hot/Dry,Guria,-15.822468297415924
aggregated,2032,Median,Guria,-4.516746338380045
aggregated,2032,Warm/Wet,Guria,-6.641706252661365
aggregated,2032,Hot/Dry,Imereti,-10.8596390945454
aggregated,2032,Median,Imereti,-3.2668403195048086
aggregated,2032,Warm/Wet,Imereti,-3.436061466297815
aggregated,2032,Hot/Dry,Kakheti,-6.6654296098635655
aggregated,2032,Median,Kakheti,-3.0412958152833482
aggregated,2032,Warm/Wet,Kakheti,-1.5760596851887385
aggregated,2032,Hot/Dry,Kvemo Kartli,-5.789434531406826
aggregated,2032,Median,Kvemo Kartli,-2.149166349709702
aggregated,2032,Warm/Wet,Kvemo Kartli,-1.0220703190539524
aggregated,2032,Hot/Dry,Mtskheta-Mtianeti,-1.4015637376143957
aggregated,2032,Median,Mtskheta-Mtianeti,-0.41453159545972085
aggregated,2032,Warm/Wet,Mtskheta-Mtianeti,-0.348826239182074
aggregated,2032,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.8025202387854904
aggregated,2032,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.41590181512938784
aggregated,2032,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3118433220505068
aggregated,2032,Hot/Dry,Samegrelo-Zemo Svaneti,-5.287458430716981
aggregated,2032,Median,Samegrelo-Zemo Svaneti,-1.1311512567364161
aggregated,2032,Warm/Wet,Samegrelo-Zemo Svaneti,-1.2911459716951157
aggregated,2032,Hot/Dry,Samtskhe-Javakheti,-2.1867955482539543
aggregated,2032,Median,Samtskhe-Javakheti,-0.46157004875246344
aggregated,2032,Warm/Wet,Samtskhe-Javakheti,-0.45657205230364184
aggregated,2032,Hot/Dry,Shida Kartli,-2.827892804196736
aggregated,2032,Median,Shida Kartli,-0.61360241329659
aggregated,2032,Warm/Wet,Shida Kartli,-0.39387506019031093
aggregated,2032,Hot/Dry,Tbilisi,-7.528156515398081
aggregated,2032,Median,Tbilisi,-2.622132546704421
aggregated,2032,Warm/Wet,Tbilisi,-0.7885361688005617
aggregated,2033,Hot/Dry,Abkhazia,
aggregated,2033,Median,Abkhazia,
aggregated,2033,Warm/Wet,Abkhazia,
aggregated,2033,Hot/Dry,Ajaria,-3.8193366023933066
aggregated,2033,Median,Ajaria,-1.125984935529857
aggregated,2033,Warm/Wet,Ajaria,-1.5019546900760616
aggregated,2033,Hot/Dry,Guria,-12.814748232865824
aggregated,2033,Median,Guria,-2.6337465250636143
aggregated,2033,Warm/Wet,Guria,-6.416981801080141
aggregated,2033,Hot/Dry,Imereti,-7.586885902854192
aggregated,2033,Median,Imereti,-1.9841938885415686
aggregated,2033,Warm/Wet,Imereti,-3.319059399144095
aggregated,2033,Hot/Dry,Kakheti,-4.514667420623326
aggregated,2033,Median,Kakheti,-1.3229912471021805
aggregated,2033,Warm/Wet,Kakheti,-1.3236003414233721
aggregated,2033,Hot/Dry,Kvemo Kartli,-3.524038975145274
aggregated,2033,Median,Kvemo Kartli,-0.7006975303779939
aggregated,2033,Warm/Wet,Kvemo Kartli,-0.7439320682783404
aggregated,2033,Hot/Dry,Mtskheta-Mtianeti,-0.9165385835358677
aggregated,2033,Median,Mtskheta-Mtianeti,-0.31752304586964897
aggregated,2033,Warm/Wet,Mtskheta-Mtianeti,-0.3600388004731201
aggregated,2033,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.0778042767565523
aggregated,2033,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.28834304469407357
aggregated,2033,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.37430838716827
aggregated,2033,Hot/Dry,Samegrelo-Zemo Svaneti,-3.6814013731733155
aggregated,2033,Median,Samegrelo-Zemo Svaneti,-0.7234207142330575
aggregated,2033,Warm/Wet,Samegrelo-Zemo Svaneti,-1.1256317977825319
aggregated,2033,Hot/Dry,Samtskhe-Javakheti,-1.3491999010143871
aggregated,2033,Median,Samtskhe-Javakheti,-0.3592165385270505
aggregated,2033,Warm/Wet,Samtskhe-Javakheti,-0.4279845501234689
aggregated,2033,Hot/Dry,Shida Kartli,-1.5142650072864825
aggregated,2033,Median,Shida Kartli,-0.3665687381696898
aggregated,2033,Warm/Wet,Shida Kartli,-0.4235499850690445
aggregated,2033,Hot/Dry,Tbilisi,-4.310209310730642
aggregated,2033,Median,Tbilisi,-0.7165145630493015
aggregated,2033,Warm/Wet,Tbilisi,-0.9932942531645921
aggregated,2034,Hot/Dry,Abkhazia,
aggregated,2034,Median,Abkhazia,
aggregated,2034,Warm/Wet,Abkhazia,
aggregated,2034,Hot/Dry,Ajaria,-2.7307395112576103
aggregated,2034,Median,Ajaria,-1.168678256705462
aggregated,2034,Warm/Wet,Ajaria,-2.506182972660625
aggregated,2034,Hot/Dry,Guria,-9.863907673985494
aggregated,2034,Median,Guria,-4.220228842422017
aggregated,2034,Warm/Wet,Guria,-8.119410931428575
aggregated,2034,Hot/Dry,Imereti,-5.404843166797761
aggregated,2034,Median,Imereti,-2.2635270018831477
aggregated,2034,Warm/Wet,Imereti,-5.070792646328897
aggregated,2034,Hot/Dry,Kakheti,-4.112167248023084
aggregated,2034,Median,Kakheti,-1.5548322282632512
aggregated,2034,Warm/Wet,Kakheti,-2.6800475328315656
aggregated,2034,Hot/Dry,Kvemo Kartli,-2.9908090759185058
aggregated,2034,Median,Kvemo Kartli,-1.1902081888860465
aggregated,2034,Warm/Wet,Kvemo Kartli,-2.2504109235219687
aggregated,2034,Hot/Dry,Mtskheta-Mtianeti,-0.4781062511328571
aggregated,2034,Median,Mtskheta-Mtianeti,-0.34461359972681294
aggregated,2034,Warm/Wet,Mtskheta-Mtianeti,-0.5142190363402221
aggregated,2034,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-0.5273311913513368
aggregated,2034,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.326129240703807
aggregated,2034,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.46672818828980667
aggregated,2034,Hot/Dry,Samegrelo-Zemo Svaneti,-2.3932226405315333
aggregated,2034,Median,Samegrelo-Zemo Svaneti,-1.1184272424927428
aggregated,2034,Warm/Wet,Samegrelo-Zemo Svaneti,-1.9700520450818573
aggregated,2034,Hot/Dry,Samtskhe-Javakheti,-0.8248601386186465
aggregated,2034,Median,Samtskhe-Javakheti,-0.44873063358143384
aggregated,2034,Warm/Wet,Samtskhe-Javakheti,-0.6753461992106367
aggregated,2034,Hot/Dry,Shida Kartli,-0.9102469939187188
aggregated,2034,Median,Shida Kartli,-0.4745583879175257
aggregated,2034,Warm/Wet,Shida Kartli,-0.7215512989386639
aggregated,2034,Hot/Dry,Tbilisi,-3.3574223405196193
aggregated,2034,Median,Tbilisi,-1.2834998054685514
aggregated,2034,Warm/Wet,Tbilisi,-1.908309816939493
aggregated,2035,Hot/Dry,Abkhazia,
aggregated,2035,Median,Abkhazia,
aggregated,2035,Warm/Wet,Abkhazia,
aggregated,2035,Hot/Dry,Ajaria,-4.648375301156619
aggregated,2035,Median,Ajaria,-2.120851623798785
aggregated,2035,Warm/Wet,Ajaria,-1.7635502027456624
aggregated,2035,Hot/Dry,Guria,-14.899599847762559
aggregated,2035,Median,Guria,-7.580057776640388
aggregated,2035,Warm/Wet,Guria,-6.146285984743741
aggregated,2035,Hot/Dry,Imereti,-9.941673516363423
aggregated,2035,Median,Imereti,-4.989650038587854
aggregated,2035,Warm/Wet,Imereti,-3.264718460326364
aggregated,2035,Hot/Dry,Kakheti,-5.990679742769984
aggregated,2035,Median,Kakheti,-3.762685490147618
aggregated,2035,Warm/Wet,Kakheti,-1.085460755809251
aggregated,2035,Hot/Dry,Kvemo Kartli,-5.0702639265103215
aggregated,2035,Median,Kvemo Kartli,-2.944894668090356
aggregated,2035,Warm/Wet,Kvemo Kartli,-0.8650485894825124
aggregated,2035,Hot/Dry,Mtskheta-Mtianeti,-0.9281362371832813
aggregated,2035,Median,Mtskheta-Mtianeti,-0.6238812516339749
aggregated,2035,Warm/Wet,Mtskheta-Mtianeti,-0.3417365431966459
aggregated,2035,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.4114423694518763
aggregated,2035,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.6105684644671356
aggregated,2035,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.34859990741568936
aggregated,2035,Hot/Dry,Samegrelo-Zemo Svaneti,-4.155302735487268
aggregated,2035,Median,Samegrelo-Zemo Svaneti,-1.934472788620056
aggregated,2035,Warm/Wet,Samegrelo-Zemo Svaneti,-1.1092493105663976
aggregated,2035,Hot/Dry,Samtskhe-Javakheti,-1.600893436222222
aggregated,2035,Median,Samtskhe-Javakheti,-0.8486511066584939
aggregated,2035,Warm/Wet,Samtskhe-Javakheti,-0.4246976684659529
aggregated,2035,Hot/Dry,Shida Kartli,-1.8678274013265224
aggregated,2035,Median,Shida Kartli,-1.0618521912820427
aggregated,2035,Warm/Wet,Shida Kartli,-0.3764945025651656
aggregated,2035,Hot/Dry,Tbilisi,-6.210398784293346
aggregated,2035,Median,Tbilisi,-3.590270930084273
aggregated,2035,Warm/Wet,Tbilisi,-0.7811850330527648
aggregated,2036,Hot/Dry,Abkhazia,
aggregated,2036,Median,Abkhazia,
aggregated,2036,Warm/Wet,Abkhazia,
aggregated,2036,Hot/Dry,Ajaria,-5.5238698135097195
aggregated,2036,Median,Ajaria,-1.3415317409668006
aggregated,2036,Warm/Wet,Ajaria,-1.7567962443446845
aggregated,2036,Hot/Dry,Guria,-16.346141587647793
aggregated,2036,Median,Guria,-5.701614001318717
aggregated,2036,Warm/Wet,Guria,-5.994512364260359
aggregated,2036,Hot/Dry,Imereti,-10.6885208373631
aggregated,2036,Median,Imereti,-3.498957071597772
aggregated,2036,Warm/Wet,Imereti,-3.2015748777900797
aggregated,2036,Hot/Dry,Kakheti,-6.216007511741026
aggregated,2036,Median,Kakheti,-2.306744599224629
aggregated,2036,Warm/Wet,Kakheti,-1.4236938375269972
aggregated,2036,Hot/Dry,Kvemo Kartli,-5.165779567345268
aggregated,2036,Median,Kvemo Kartli,-1.5622834684092908
aggregated,2036,Warm/Wet,Kvemo Kartli,-0.8870825977567591
aggregated,2036,Hot/Dry,Mtskheta-Mtianeti,-1.1307655130968897
aggregated,2036,Median,Mtskheta-Mtianeti,-0.4651681538186665
aggregated,2036,Warm/Wet,Mtskheta-Mtianeti,-0.3265699270138498
aggregated,2036,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.613243002565227
aggregated,2036,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.3921962896529294
aggregated,2036,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.37770640539905287
aggregated,2036,Hot/Dry,Samegrelo-Zemo Svaneti,-4.922780802192591
aggregated,2036,Median,Samegrelo-Zemo Svaneti,-1.2159640989245304
aggregated,2036,Warm/Wet,Samegrelo-Zemo Svaneti,-1.347990430130693
aggregated,2036,Hot/Dry,Samtskhe-Javakheti,-1.7123996657533382
aggregated,2036,Median,Samtskhe-Javakheti,-0.5481480081032402
aggregated,2036,Warm/Wet,Samtskhe-Javakheti,-0.4720847575129312
aggregated,2036,Hot/Dry,Shida Kartli,-2.3443071768404735
aggregated,2036,Median,Shida Kartli,-0.551608938503847
aggregated,2036,Warm/Wet,Shida Kartli,-0.45815468852481445
aggregated,2036,Hot/Dry,Tbilisi,-6.627112700212848
aggregated,2036,Median,Tbilisi,-1.4201158772613098
aggregated,2036,Warm/Wet,Tbilisi,-0.9467067287622797
aggregated,2037,Hot/Dry,Abkhazia,
aggregated,2037,Median,Abkhazia,
aggregated,2037,Warm/Wet,Abkhazia,
aggregated,2037,Hot/Dry,Ajaria,-4.170372248459685
aggregated,2037,Median,Ajaria,-2.595535858799451
aggregated,2037,Warm/Wet,Ajaria,-1.8055034625023296
aggregated,2037,Hot/Dry,Guria,-13.083038446450004
aggregated,2037,Median,Guria,-8.969725307182983
aggregated,2037,Warm/Wet,Guria,-5.728047023232023
aggregated,2037,Hot/Dry,Imereti,-8.35367742124356
aggregated,2037,Median,Imereti,-5.912226788471457
aggregated,2037,Warm/Wet,Imereti,-2.8441274054873134
aggregated,2037,Hot/Dry,Kakheti,-5.322803483446023
aggregated,2037,Median,Kakheti,-4.001819389645661
aggregated,2037,Warm/Wet,Kakheti,-0.8281453575946074
aggregated,2037,Hot/Dry,Kvemo Kartli,-4.095134770765512
aggregated,2037,Median,Kvemo Kartli,-2.9719058157104996
aggregated,2037,Warm/Wet,Kvemo Kartli,-0.6911697257438192
aggregated,2037,Hot/Dry,Mtskheta-Mtianeti,-0.8707930452875132
aggregated,2037,Median,Mtskheta-Mtianeti,-0.6434609175420007
aggregated,2037,Warm/Wet,Mtskheta-Mtianeti,-0.3315341217625871
aggregated,2037,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.1518080601167355
aggregated,2037,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.7833192234856909
aggregated,2037,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.33683239782733665
aggregated,2037,Hot/Dry,Samegrelo-Zemo Svaneti,-3.49169838522279
aggregated,2037,Median,Samegrelo-Zemo Svaneti,-2.5905701124828937
aggregated,2037,Warm/Wet,Samegrelo-Zemo Svaneti,-1.1549908060658396
aggregated,2037,Hot/Dry,Samtskhe-Javakheti,-1.3387190413595818
aggregated,2037,Median,Samtskhe-Javakheti,-0.9718857197931072
aggregated,2037,Warm/Wet,Samtskhe-Javakheti,-0.43240559020298974
aggregated,2037,Hot/Dry,Shida Kartli,-1.5068777867035834
aggregated,2037,Median,Shida Kartli,-1.0570575495810743
aggregated,2037,Warm/Wet,Shida Kartli,-0.40780071388479655
aggregated,2037,Hot/Dry,Tbilisi,-5.1848911222346175
aggregated,2037,Median,Tbilisi,-3.9615758019332645
aggregated,2037,Warm/Wet,Tbilisi,-0.7001850726555148
aggregated,2038,Hot/Dry,Abkhazia,
aggregated,2038,Median,Abkhazia,
aggregated,2038,Warm/Wet,Abkhazia,
aggregated,2038,Hot/Dry,Ajaria,-3.000314584310786
aggregated,2038,Median,Ajaria,-1.7886704831516909
aggregated,2038,Warm/Wet,Ajaria,-1.8233661843725173
aggregated,2038,Hot/Dry,Guria,-11.402992650883093
aggregated,2038,Median,Guria,-6.627629915101451
aggregated,2038,Warm/Wet,Guria,-5.447807339423136
aggregated,2038,Hot/Dry,Imereti,-6.989362693293344
aggregated,2038,Median,Imereti,-3.805114415647566
aggregated,2038,Warm/Wet,Imereti,-3.2743431549403823
aggregated,2038,Hot/Dry,Kakheti,-3.8841244441853604
aggregated,2038,Median,Kakheti,-1.9006089572434632
aggregated,2038,Warm/Wet,Kakheti,-1.3250673621104312
aggregated,2038,Hot/Dry,Kvemo Kartli,-2.969838489912391
aggregated,2038,Median,Kvemo Kartli,-1.419966561565758
aggregated,2038,Warm/Wet,Kvemo Kartli,-0.9226892095165624
aggregated,2038,Hot/Dry,Mtskheta-Mtianeti,-0.5522760408917122
aggregated,2038,Median,Mtskheta-Mtianeti,-0.35424562152388717
aggregated,2038,Warm/Wet,Mtskheta-Mtianeti,-0.3288688473698187
aggregated,2038,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-0.7149194969641854
aggregated,2038,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.4124296755491059
aggregated,2038,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3802670880045582
aggregated,2038,Hot/Dry,Samegrelo-Zemo Svaneti,-2.728715250734467
aggregated,2038,Median,Samegrelo-Zemo Svaneti,-1.4463447643912843
aggregated,2038,Warm/Wet,Samegrelo-Zemo Svaneti,-1.095286838936957
aggregated,2038,Hot/Dry,Samtskhe-Javakheti,-0.933023616032159
aggregated,2038,Median,Samtskhe-Javakheti,-0.48916564385187655
aggregated,2038,Warm/Wet,Samtskhe-Javakheti,-0.5097139334756093
aggregated,2038,Hot/Dry,Shida Kartli,-1.0083816526141192
aggregated,2038,Median,Shida Kartli,-0.4886677318119581
aggregated,2038,Warm/Wet,Shida Kartli,-0.40033298755166413
aggregated,2038,Hot/Dry,Tbilisi,-3.8822687634422692
aggregated,2038,Median,Tbilisi,-1.7317557159416026
aggregated,2038,Warm/Wet,Tbilisi,-0.7202878739947494
aggregated,2039,Hot/Dry,Abkhazia,
aggregated,2039,Median,Abkhazia,
aggregated,2039,Warm/Wet,Abkhazia,
aggregated,2039,Hot/Dry,Ajaria,-5.045872294957377
aggregated,2039,Median,Ajaria,-1.7869824945498891
aggregated,2039,Warm/Wet,Ajaria,-1.1206539308403762
aggregated,2039,Hot/Dry,Guria,-16.172398899905076
aggregated,2039,Median,Guria,-7.3313444820987
aggregated,2039,Warm/Wet,Guria,-4.049503794375227
aggregated,2039,Hot/Dry,Imereti,-9.637663601721357
aggregated,2039,Median,Imereti,-4.543627858849405
aggregated,2039,Warm/Wet,Imereti,-2.0707021610553937
aggregated,2039,Hot/Dry,Kakheti,-5.145884842202818
aggregated,2039,Median,Kakheti,-1.6151166470243368
aggregated,2039,Warm/Wet,Kakheti,-0.8193275218635279
aggregated,2039,Hot/Dry,Kvemo Kartli,-3.5844408417606957
aggregated,2039,Median,Kvemo Kartli,-1.1478284189187775
aggregated,2039,Warm/Wet,Kvemo Kartli,-0.6239481456731397
aggregated,2039,Hot/Dry,Mtskheta-Mtianeti,-0.8699188719485846
aggregated,2039,Median,Mtskheta-Mtianeti,-0.36428203540916115
aggregated,2039,Warm/Wet,Mtskheta-Mtianeti,-0.3204623225272485
aggregated,2039,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.4041174546331803
aggregated,2039,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.4430068036464405
aggregated,2039,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.30797783431111725
aggregated,2039,Hot/Dry,Samegrelo-Zemo Svaneti,-4.748394475993479
aggregated,2039,Median,Samegrelo-Zemo Svaneti,-1.876918433146571
aggregated,2039,Warm/Wet,Samegrelo-Zemo Svaneti,-0.8804036109112445
aggregated,2039,Hot/Dry,Samtskhe-Javakheti,-1.3486546886462918
aggregated,2039,Median,Samtskhe-Javakheti,-0.4831138722078805
aggregated,2039,Warm/Wet,Samtskhe-Javakheti,-0.3871177868212641
aggregated,2039,Hot/Dry,Shida Kartli,-1.2839570912877463
aggregated,2039,Median,Shida Kartli,-0.533906138104939
aggregated,2039,Warm/Wet,Shida Kartli,-0.3672927113223068
aggregated,2039,Hot/Dry,Tbilisi,-4.230058194558012
aggregated,2039,Median,Tbilisi,-1.4529529216855792
aggregated,2039,Warm/Wet,Tbilisi,-0.5841826775095598
aggregated,2040,Hot/Dry,Abkhazia,
aggregated,2040,Median,Abkhazia,
aggregated,2040,Warm/Wet,Abkhazia,
aggregated,2040,Hot/Dry,Ajaria,-5.644467489917204
aggregated,2040,Median,Ajaria,-1.6639664834054457
aggregated,2040,Warm/Wet,Ajaria,-1.951124667087015
aggregated,2040,Hot/Dry,Guria,-17.614075284730504
aggregated,2040,Median,Guria,-7.252121101677432
aggregated,2040,Warm/Wet,Guria,-7.724227862779003
aggregated,2040,Hot/Dry,Imereti,-11.311940458097851
aggregated,2040,Median,Imereti,-4.846612165383419
aggregated,2040,Warm/Wet,Imereti,-4.564925820283875
aggregated,2040,Hot/Dry,Kakheti,-5.840057310310257
aggregated,2040,Median,Kakheti,-3.1896977169339777
aggregated,2040,Warm/Wet,Kakheti,-2.129281789279972
aggregated,2040,Hot/Dry,Kvemo Kartli,-4.327156758817168
aggregated,2040,Median,Kvemo Kartli,-2.6751023008131796
aggregated,2040,Warm/Wet,Kvemo Kartli,-1.1925757374526995
aggregated,2040,Hot/Dry,Mtskheta-Mtianeti,-0.8497485903579332
aggregated,2040,Median,Mtskheta-Mtianeti,-0.5153336490818674
aggregated,2040,Warm/Wet,Mtskheta-Mtianeti,-0.3937170980282758
aggregated,2040,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.4559105649654356
aggregated,2040,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.5519138404822996
