product,year,scenario,region,pct_change
aggregated,2040,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3742605207913243
aggregated,2040,Hot/Dry,Samegrelo-Zemo Svaneti,-5.304348888575916
aggregated,2040,Median,Samegrelo-Zemo Svaneti,-1.6439286366786092
aggregated,2040,Warm/Wet,Samegrelo-Zemo Svaneti,-1.9193252824345137
aggregated,2040,Hot/Dry,Samtskhe-Javakheti,-1.4550431436491351
aggregated,2040,Median,Samtskhe-Javakheti,-0.6508203199380773
aggregated,2040,Warm/Wet,Samtskhe-Javakheti,-0.5064082827256016
aggregated,2040,Hot/Dry,Shida Kartli,-1.9037688638074712
aggregated,2040,Median,Shida Kartli,-0.8507599470599416
aggregated,2040,Warm/Wet,Shida Kartli,-0.4752346565998806
aggregated,2040,Hot/Dry,Tbilisi,-5.641742623499283
aggregated,2040,Median,Tbilisi,-3.394639947788349
aggregated,2040,Warm/Wet,Tbilisi,-1.5330607264951936
aggregated,2041,Hot/Dry,Abkhazia,
aggregated,2041,Median,Abkhazia,
aggregated,2041,Warm/Wet,Abkhazia,
aggregated,2041,Hot/Dry,Ajaria,-4.684182067021254
aggregated,2041,Median,Ajaria,-1.7693905484122752
aggregated,2041,Warm/Wet,Ajaria,-1.612563678164335
aggregated,2041,Hot/Dry,Guria,-14.410134088958998
aggregated,2041,Median,Guria,-7.9141407962330845
aggregated,2041,Warm/Wet,Guria,-5.7493425453274085
aggregated,2041,Hot/Dry,Imereti,-9.399358978251797
aggregated,2041,Median,Imereti,-5.125449845355689
aggregated,2041,Warm/Wet,Imereti,-2.909217022570189
aggregated,2041,Hot/Dry,Kakheti,-6.613904746992205
aggregated,2041,Median,Kakheti,-2.912701306560777
aggregated,2041,Warm/Wet,Kakheti,-1.3011786294548244
aggregated,2041,Hot/Dry,Kvemo Kartli,-5.196382835296404
aggregated,2041,Median,Kvemo Kartli,-2.6035435189617573
aggregated,2041,Warm/Wet,Kvemo Kartli,-0.7655855339503148
aggregated,2041,Hot/Dry,Mtskheta-Mtianeti,-1.1322876639165997
aggregated,2041,Median,Mtskheta-Mtianeti,-0.4197109722254879
aggregated,2041,Warm/Wet,Mtskheta-Mtianeti,-0.34443200024861653
aggregated,2041,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.289096033004725
aggregated,2041,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.5526405928385287
aggregated,2041,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.30323011212696827
aggregated,2041,Hot/Dry,Samegrelo-Zemo Svaneti,-4.193036603022577
aggregated,2041,Median,Samegrelo-Zemo Svaneti,-1.800025470932951
aggregated,2041,Warm/Wet,Samegrelo-Zemo Svaneti,-1.005603134003323
aggregated,2041,Hot/Dry,Samtskhe-Javakheti,-1.4637954097670018
aggregated,2041,Median,Samtskhe-Javakheti,-0.8489427381460217
aggregated,2041,Warm/Wet,Samtskhe-Javakheti,-0.45485010004291837
aggregated,2041,Hot/Dry,Shida Kartli,-2.1656775054665616
aggregated,2041,Median,Shida Kartli,-0.8317131175137433
aggregated,2041,Warm/Wet,Shida Kartli,-0.40144488316677496
aggregated,2041,Hot/Dry,Tbilisi,-6.9525687949747095
aggregated,2041,Median,Tbilisi,-3.013095577158225
aggregated,2041,Warm/Wet,Tbilisi,-0.8508711247146721
aggregated,2042,Hot/Dry,Abkhazia,
aggregated,2042,Median,Abkhazia,
aggregated,2042,Warm/Wet,Abkhazia,
aggregated,2042,Hot/Dry,Ajaria,-7.053559030252771
aggregated,2042,Median,Ajaria,-2.3107305455352645
aggregated,2042,Warm/Wet,Ajaria,-1.6871928316314353
aggregated,2042,Hot/Dry,Guria,-20.402042876783582
aggregated,2042,Median,Guria,-7.967328940063837
aggregated,2042,Warm/Wet,Guria,-7.901805259290796
aggregated,2042,Hot/Dry,Imereti,-13.796688639050586
aggregated,2042,Median,Imereti,-5.53264613434537
aggregated,2042,Warm/Wet,Imereti,-4.9514503629449536
aggregated,2042,Hot/Dry,Kakheti,-7.264681968115866
aggregated,2042,Median,Kakheti,-4.255320244249205
aggregated,2042,Warm/Wet,Kakheti,-2.174821195511157
aggregated,2042,Hot/Dry,Kvemo Kartli,-5.87401127144922
aggregated,2042,Median,Kvemo Kartli,-3.543034548208354
aggregated,2042,Warm/Wet,Kvemo Kartli,-1.7275479581072517
aggregated,2042,Hot/Dry,Mtskheta-Mtianeti,-1.2584147500649578
aggregated,2042,Median,Mtskheta-Mtianeti,-0.6474119737098079
aggregated,2042,Warm/Wet,Mtskheta-Mtianeti,-0.48108927019089265
aggregated,2042,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.9276251835299405
aggregated,2042,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.6267160589407439
aggregated,2042,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.6478552624608653
aggregated,2042,Hot/Dry,Samegrelo-Zemo Svaneti,-7.15685154739046
aggregated,2042,Median,Samegrelo-Zemo Svaneti,-2.133055687988147
aggregated,2042,Warm/Wet,Samegrelo-Zemo Svaneti,-1.776475510205401
aggregated,2042,Hot/Dry,Samtskhe-Javakheti,-2.237704797950528
aggregated,2042,Median,Samtskhe-Javakheti,-1.1180681777065615
aggregated,2042,Warm/Wet,Samtskhe-Javakheti,-0.6072070877688276
aggregated,2042,Hot/Dry,Shida Kartli,-2.458665893245339
aggregated,2042,Median,Shida Kartli,-1.2145588774381082
aggregated,2042,Warm/Wet,Shida Kartli,-0.7453427968401769
aggregated,2042,Hot/Dry,Tbilisi,-7.2059579653948305
aggregated,2042,Median,Tbilisi,-4.544881736536851
aggregated,2042,Warm/Wet,Tbilisi,-1.8895914448822424
aggregated,2043,Hot/Dry,Abkhazia,
aggregated,2043,Median,Abkhazia,
aggregated,2043,Warm/Wet,Abkhazia,
aggregated,2043,Hot/Dry,Ajaria,-5.687301932680256
aggregated,2043,Median,Ajaria,-1.6141120990424298
aggregated,2043,Warm/Wet,Ajaria,-1.3450714884912713
aggregated,2043,Hot/Dry,Guria,-16.057591165209757
aggregated,2043,Median,Guria,-7.161457888009878
aggregated,2043,Warm/Wet,Guria,-4.993018118891754
aggregated,2043,Hot/Dry,Imereti,-10.491782576413655
aggregated,2043,Median,Imereti,-4.4807418005325985
aggregated,2043,Warm/Wet,Imereti,-2.567555192024116
aggregated,2043,Hot/Dry,Kakheti,-5.257197946045352
aggregated,2043,Median,Kakheti,-3.578797729924787
aggregated,2043,Warm/Wet,Kakheti,-0.8797976331332364
aggregated,2043,Hot/Dry,Kvemo Kartli,-4.8767528172044905
aggregated,2043,Median,Kvemo Kartli,-2.490758682677253
aggregated,2043,Warm/Wet,Kvemo Kartli,-0.7424272910851499
aggregated,2043,Hot/Dry,Mtskheta-Mtianeti,-0.9692014595155172
aggregated,2043,Median,Mtskheta-Mtianeti,-0.5341563930419682
aggregated,2043,Warm/Wet,Mtskheta-Mtianeti,-0.34718628375560456
aggregated,2043,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.4850210658463538
aggregated,2043,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.47042269202410125
aggregated,2043,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3165880733218245
aggregated,2043,Hot/Dry,Samegrelo-Zemo Svaneti,-5.056763155219173
aggregated,2043,Median,Samegrelo-Zemo Svaneti,-1.6281406293753378
aggregated,2043,Warm/Wet,Samegrelo-Zemo Svaneti,-1.114199926298454
aggregated,2043,Hot/Dry,Samtskhe-Javakheti,-2.026309324525272
aggregated,2043,Median,Samtskhe-Javakheti,-0.6544930554371575
aggregated,2043,Warm/Wet,Samtskhe-Javakheti,-0.4147593916035106
aggregated,2043,Hot/Dry,Shida Kartli,-2.296058399337298
aggregated,2043,Median,Shida Kartli,-0.8234559984575185
aggregated,2043,Warm/Wet,Shida Kartli,-0.4286088698357986
aggregated,2043,Hot/Dry,Tbilisi,-5.889003310717044
aggregated,2043,Median,Tbilisi,-3.364100163451454
aggregated,2043,Warm/Wet,Tbilisi,-0.7649561177038322
aggregated,2044,Hot/Dry,Abkhazia,
aggregated,2044,Median,Abkhazia,
aggregated,2044,Warm/Wet,Abkhazia,
aggregated,2044,Hot/Dry,Ajaria,-8.070403567411205
aggregated,2044,Median,Ajaria,-1.1932352127751784
aggregated,2044,Warm/Wet,Ajaria,-2.363083092251941
aggregated,2044,Hot/Dry,Guria,-21.629919531285466
aggregated,2044,Median,Guria,-4.316308904942417
aggregated,2044,Warm/Wet,Guria,-7.611480264444026
aggregated,2044,Hot/Dry,Imereti,-14.02180353859481
aggregated,2044,Median,Imereti,-2.7171710300381164
aggregated,2044,Warm/Wet,Imereti,-4.651463120610899
aggregated,2044,Hot/Dry,Kakheti,-5.794832581528794
aggregated,2044,Median,Kakheti,-2.251910365754611
aggregated,2044,Warm/Wet,Kakheti,-1.3856352491342534
aggregated,2044,Hot/Dry,Kvemo Kartli,-6.025207303196055
aggregated,2044,Median,Kvemo Kartli,-2.024099366804066
aggregated,2044,Warm/Wet,Kvemo Kartli,-1.0221123270215031
aggregated,2044,Hot/Dry,Mtskheta-Mtianeti,-1.5368922905788054
aggregated,2044,Median,Mtskheta-Mtianeti,-0.41112833204132926
aggregated,2044,Warm/Wet,Mtskheta-Mtianeti,-0.36330105824521297
aggregated,2044,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-2.4543104069024793
aggregated,2044,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.3350277906260857
aggregated,2044,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.5007676641356795
aggregated,2044,Hot/Dry,Samegrelo-Zemo Svaneti,-7.228625864016834
aggregated,2044,Median,Samegrelo-Zemo Svaneti,-0.8781646932699232
aggregated,2044,Warm/Wet,Samegrelo-Zemo Svaneti,-2.102594541465322
aggregated,2044,Hot/Dry,Samtskhe-Javakheti,-2.4905629015612334
aggregated,2044,Median,Samtskhe-Javakheti,-0.5050030499649267
aggregated,2044,Warm/Wet,Samtskhe-Javakheti,-0.6588025201481997
aggregated,2044,Hot/Dry,Shida Kartli,-3.198985958097637
aggregated,2044,Median,Shida Kartli,-0.5938115834058237
aggregated,2044,Warm/Wet,Shida Kartli,-0.4912408398719208
aggregated,2044,Hot/Dry,Tbilisi,-7.6911600124611255
aggregated,2044,Median,Tbilisi,-2.2938985536952146
aggregated,2044,Warm/Wet,Tbilisi,-1.2539466808209454
aggregated,2045,Hot/Dry,Abkhazia,
aggregated,2045,Median,Abkhazia,
aggregated,2045,Warm/Wet,Abkhazia,
aggregated,2045,Hot/Dry,Ajaria,-8.66151862783606
aggregated,2045,Median,Ajaria,-1.3394541890184257
aggregated,2045,Warm/Wet,Ajaria,-1.3869341998074702
aggregated,2045,Hot/Dry,Guria,-24.421785207385696
aggregated,2045,Median,Guria,-5.619289442386886
aggregated,2045,Warm/Wet,Guria,-6.134082065057072
aggregated,2045,Hot/Dry,Imereti,-15.582660494948115
aggregated,2045,Median,Imereti,-2.9961259433471525
aggregated,2045,Warm/Wet,Imereti,-3.2064500111989247
aggregated,2045,Hot/Dry,Kakheti,-9.852570770686881
aggregated,2045,Median,Kakheti,-1.6012982940853533
aggregated,2045,Warm/Wet,Kakheti,-1.4965541811815086
aggregated,2045,Hot/Dry,Kvemo Kartli,-8.773443487989866
aggregated,2045,Median,Kvemo Kartli,-1.6364500894087541
aggregated,2045,Warm/Wet,Kvemo Kartli,-1.0183148278949972
aggregated,2045,Hot/Dry,Mtskheta-Mtianeti,-1.8602352202208863
aggregated,2045,Median,Mtskheta-Mtianeti,-0.37362222561461067
aggregated,2045,Warm/Wet,Mtskheta-Mtianeti,-0.3787018039672887
aggregated,2045,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-2.5118290134893186
aggregated,2045,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.33821709599844496
aggregated,2045,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3234103751434674
aggregated,2045,Hot/Dry,Samegrelo-Zemo Svaneti,-8.006562169556204
aggregated,2045,Median,Samegrelo-Zemo Svaneti,-1.1311454774111525
aggregated,2045,Warm/Wet,Samegrelo-Zemo Svaneti,-0.9952293012422189
aggregated,2045,Hot/Dry,Samtskhe-Javakheti,-2.9210205461291707
aggregated,2045,Median,Samtskhe-Javakheti,-0.4639734756755587
aggregated,2045,Warm/Wet,Samtskhe-Javakheti,-0.4141471058125745
aggregated,2045,Hot/Dry,Shida Kartli,-3.837023906370831
aggregated,2045,Median,Shida Kartli,-0.5345925854998654
aggregated,2045,Warm/Wet,Shida Kartli,-0.47461703204821504
aggregated,2045,Hot/Dry,Tbilisi,-10.792667185605652
aggregated,2045,Median,Tbilisi,-1.882840930607827
aggregated,2045,Warm/Wet,Tbilisi,-1.0560521825824623
aggregated,2046,Hot/Dry,Abkhazia,
aggregated,2046,Median,Abkhazia,
aggregated,2046,Warm/Wet,Abkhazia,
aggregated,2046,Hot/Dry,Ajaria,-13.81313821211269
aggregated,2046,Median,Ajaria,-3.5282643929315185
aggregated,2046,Warm/Wet,Ajaria,-2.1742091122294482
aggregated,2046,Hot/Dry,Guria,-31.567773628133452
aggregated,2046,Median,Guria,-12.580302197126898
aggregated,2046,Warm/Wet,Guria,-9.144196947993322
aggregated,2046,Hot/Dry,Imereti,-21.39716325985013
aggregated,2046,Median,Imereti,-7.470498245471532
aggregated,2046,Warm/Wet,Imereti,-4.5690865437728405
aggregated,2046,Hot/Dry,Kakheti,-13.900197779511018
aggregated,2046,Median,Kakheti,-3.452991956283924
aggregated,2046,Warm/Wet,Kakheti,-2.1847995002056138
aggregated,2046,Hot/Dry,Kvemo Kartli,-12.403150681318536
aggregated,2046,Median,Kvemo Kartli,-3.0984945905334342
aggregated,2046,Warm/Wet,Kvemo Kartli,-1.4698633012887825
aggregated,2046,Hot/Dry,Mtskheta-Mtianeti,-3.5044289727807723
aggregated,2046,Median,Mtskheta-Mtianeti,-0.6048888184730288
aggregated,2046,Warm/Wet,Mtskheta-Mtianeti,-0.36920331893060165
aggregated,2046,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-4.716236855137836
aggregated,2046,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.9210332294072003
aggregated,2046,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.4437409546691953
aggregated,2046,Hot/Dry,Samegrelo-Zemo Svaneti,-12.09620039884831
aggregated,2046,Median,Samegrelo-Zemo Svaneti,-2.706462265934391
aggregated,2046,Warm/Wet,Samegrelo-Zemo Svaneti,-1.867610098708866
aggregated,2046,Hot/Dry,Samtskhe-Javakheti,-5.63342608197533
aggregated,2046,Median,Samtskhe-Javakheti,-1.2120922175733142
aggregated,2046,Warm/Wet,Samtskhe-Javakheti,-0.47083052678476633
aggregated,2046,Hot/Dry,Shida Kartli,-6.7538307477349235
aggregated,2046,Median,Shida Kartli,-1.2723396652298362
aggregated,2046,Warm/Wet,Shida Kartli,-0.5179332905241125
aggregated,2046,Hot/Dry,Tbilisi,-16.261141919354372
aggregated,2046,Median,Tbilisi,-3.256872039628192
aggregated,2046,Warm/Wet,Tbilisi,-1.1483784836800055
aggregated,2047,Hot/Dry,Abkhazia,
aggregated,2047,Median,Abkhazia,
aggregated,2047,Warm/Wet,Abkhazia,
aggregated,2047,Hot/Dry,Ajaria,-8.04361531973072
aggregated,2047,Median,Ajaria,-2.1793617310492834
aggregated,2047,Warm/Wet,Ajaria,-1.7261685996185179
aggregated,2047,Hot/Dry,Guria,-22.66877118531427
aggregated,2047,Median,Guria,-9.137755480986186
aggregated,2047,Warm/Wet,Guria,-5.8744353356483145
aggregated,2047,Hot/Dry,Imereti,-15.12696717513316
aggregated,2047,Median,Imereti,-5.601893957680105
aggregated,2047,Warm/Wet,Imereti,-3.178078807687143
aggregated,2047,Hot/Dry,Kakheti,-8.602918166672183
aggregated,2047,Median,Kakheti,-2.715232174185445
aggregated,2047,Warm/Wet,Kakheti,-1.281554371428257
aggregated,2047,Hot/Dry,Kvemo Kartli,-7.446772787674135
aggregated,2047,Median,Kvemo Kartli,-2.4577868817689392
aggregated,2047,Warm/Wet,Kvemo Kartli,-1.126873198746651
aggregated,2047,Hot/Dry,Mtskheta-Mtianeti,-1.678644623971735
aggregated,2047,Median,Mtskheta-Mtianeti,-0.4583961672456951
aggregated,2047,Warm/Wet,Mtskheta-Mtianeti,-0.3462795405471297
aggregated,2047,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-2.4213481937730563
aggregated,2047,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.6201030319452201
aggregated,2047,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3371111036214245
aggregated,2047,Hot/Dry,Samegrelo-Zemo Svaneti,-7.031200037296827
aggregated,2047,Median,Samegrelo-Zemo Svaneti,-2.533277812537051
aggregated,2047,Warm/Wet,Samegrelo-Zemo Svaneti,-1.3763756428102596
aggregated,2047,Hot/Dry,Samtskhe-Javakheti,-2.3957802355190267
aggregated,2047,Median,Samtskhe-Javakheti,-0.9503792971303113
aggregated,2047,Warm/Wet,Samtskhe-Javakheti,-0.5786627244200986
aggregated,2047,Hot/Dry,Shida Kartli,-3.2618465876721245
aggregated,2047,Median,Shida Kartli,-1.0760297433400439
aggregated,2047,Warm/Wet,Shida Kartli,-0.4081345717930418
aggregated,2047,Hot/Dry,Tbilisi,-9.650175988520402
aggregated,2047,Median,Tbilisi,-2.6582643849486516
aggregated,2047,Warm/Wet,Tbilisi,-1.3691900362234435
aggregated,2048,Hot/Dry,Abkhazia,
aggregated,2048,Median,Abkhazia,
aggregated,2048,Warm/Wet,Abkhazia,
aggregated,2048,Hot/Dry,Ajaria,-8.099949699391118
aggregated,2048,Median,Ajaria,-2.676139577619196
aggregated,2048,Warm/Wet,Ajaria,-1.5321000521695538
aggregated,2048,Hot/Dry,Guria,-20.883945066173794
aggregated,2048,Median,Guria,-9.532293328109532
aggregated,2048,Warm/Wet,Guria,-5.31792958878026
aggregated,2048,Hot/Dry,Imereti,-14.964934923949372
aggregated,2048,Median,Imereti,-6.227170660949341
aggregated,2048,Warm/Wet,Imereti,-3.2332759974639487
aggregated,2048,Hot/Dry,Kakheti,-9.284853376233727
aggregated,2048,Median,Kakheti,-2.691671217892292
aggregated,2048,Warm/Wet,Kakheti,-1.0676207095984012
aggregated,2048,Hot/Dry,Kvemo Kartli,-9.376849184209973
aggregated,2048,Median,Kvemo Kartli,-2.824178152334568
aggregated,2048,Warm/Wet,Kvemo Kartli,-0.9882483998081852
aggregated,2048,Hot/Dry,Mtskheta-Mtianeti,-1.9659544258432788
aggregated,2048,Median,Mtskheta-Mtianeti,-0.5761418977241135
aggregated,2048,Warm/Wet,Mtskheta-Mtianeti,-0.35803551882847273
aggregated,2048,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-2.5190797614118026
aggregated,2048,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.7136293056641705
aggregated,2048,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.39165139038938435
aggregated,2048,Hot/Dry,Samegrelo-Zemo Svaneti,-7.307242884161184
aggregated,2048,Median,Samegrelo-Zemo Svaneti,-2.292941277661484
aggregated,2048,Warm/Wet,Samegrelo-Zemo Svaneti,-1.1138112623357017
aggregated,2048,Hot/Dry,Samtskhe-Javakheti,-3.1890044539273816
aggregated,2048,Median,Samtskhe-Javakheti,-0.8947724384813966
aggregated,2048,Warm/Wet,Samtskhe-Javakheti,-0.43633910502988726
aggregated,2048,Hot/Dry,Shida Kartli,-4.048531582886156
aggregated,2048,Median,Shida Kartli,-1.0176557946603424
aggregated,2048,Warm/Wet,Shida Kartli,-0.622196094923865
aggregated,2048,Hot/Dry,Tbilisi,-11.164113795421883
aggregated,2048,Median,Tbilisi,-3.2661438273212298
aggregated,2048,Warm/Wet,Tbilisi,-0.9564822919946323
aggregated,2049,Hot/Dry,Abkhazia,
aggregated,2049,Median,Abkhazia,
aggregated,2049,Warm/Wet,Abkhazia,
aggregated,2049,Hot/Dry,Ajaria,-7.858663589239683
aggregated,2049,Median,Ajaria,-1.5054298456537225
aggregated,2049,Warm/Wet,Ajaria,-1.2169337699988887
aggregated,2049,Hot/Dry,Guria,-21.709970215446205
aggregated,2049,Median,Guria,-6.798550807806365
aggregated,2049,Warm/Wet,Guria,-5.177045898701095
aggregated,2049,Hot/Dry,Imereti,-14.613380516114646
aggregated,2049,Median,Imereti,-5.809377112939373
aggregated,2049,Warm/Wet,Imereti,-2.9204075899187387
aggregated,2049,Hot/Dry,Kakheti,-8.809548898805787
aggregated,2049,Median,Kakheti,-4.542325348312772
aggregated,2049,Warm/Wet,Kakheti,-1.5678870464568462
aggregated,2049,Hot/Dry,Kvemo Kartli,-8.29394693670217
aggregated,2049,Median,Kvemo Kartli,-4.039292811871803
aggregated,2049,Warm/Wet,Kvemo Kartli,-1.1433248248254557
aggregated,2049,Hot/Dry,Mtskheta-Mtianeti,-1.9068915489392282
aggregated,2049,Median,Mtskheta-Mtianeti,-0.7683591123338829
aggregated,2049,Warm/Wet,Mtskheta-Mtianeti,-0.3464893389753456
aggregated,2049,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-2.5141407796740793
aggregated,2049,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.5967262404570022
aggregated,2049,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.3293773187703266
aggregated,2049,Hot/Dry,Samegrelo-Zemo Svaneti,-7.654775216381893
aggregated,2049,Median,Samegrelo-Zemo Svaneti,-1.5514673882512824
aggregated,2049,Warm/Wet,Samegrelo-Zemo Svaneti,-1.0946400208058122
aggregated,2049,Hot/Dry,Samtskhe-Javakheti,-3.047330112277706
aggregated,2049,Median,Samtskhe-Javakheti,-0.9069751069873888
aggregated,2049,Warm/Wet,Samtskhe-Javakheti,-0.47760922928583227
aggregated,2049,Hot/Dry,Shida Kartli,-3.824862479144329
aggregated,2049,Median,Shida Kartli,-1.238206759041475
aggregated,2049,Warm/Wet,Shida Kartli,-0.4827550733315178
aggregated,2049,Hot/Dry,Tbilisi,-10.904904393754208
aggregated,2049,Median,Tbilisi,-4.36129177537201
aggregated,2049,Warm/Wet,Tbilisi,-1.1609605285298414
aggregated,2050,Hot/Dry,Abkhazia,
aggregated,2050,Median,Abkhazia,
aggregated,2050,Warm/Wet,Abkhazia,
aggregated,2050,Hot/Dry,Ajaria,-6.305856817046589
aggregated,2050,Median,Ajaria,-2.2872787224890203
aggregated,2050,Warm/Wet,Ajaria,-1.6569535772122066
aggregated,2050,Hot/Dry,Guria,-19.47647295059258
aggregated,2050,Median,Guria,-8.362083793809632
aggregated,2050,Warm/Wet,Guria,-6.917333285888574
aggregated,2050,Hot/Dry,Imereti,-12.156469952039942
aggregated,2050,Median,Imereti,-5.8128840405369715
aggregated,2050,Warm/Wet,Imereti,-3.8616532144280313
aggregated,2050,Hot/Dry,Kakheti,-7.062493595680536
aggregated,2050,Median,Kakheti,-4.6355533128378
aggregated,2050,Warm/Wet,Kakheti,-1.448051909370065
aggregated,2050,Hot/Dry,Kvemo Kartli,-5.310025932258057
aggregated,2050,Median,Kvemo Kartli,-3.415275861537779
aggregated,2050,Warm/Wet,Kvemo Kartli,-1.140949047605261
aggregated,2050,Hot/Dry,Mtskheta-Mtianeti,-1.2636167230209026
aggregated,2050,Median,Mtskheta-Mtianeti,-0.6177701495960548
aggregated,2050,Warm/Wet,Mtskheta-Mtianeti,-0.35481738603323265
aggregated,2050,Hot/Dry,Racha-Lechkhumi-Kvemo Svaneti,-1.6749942190503475
aggregated,2050,Median,Racha-Lechkhumi-Kvemo Svaneti,-0.6875189406347744
aggregated,2050,Warm/Wet,Racha-Lechkhumi-Kvemo Svaneti,-0.37410303330976546
aggregated,2050,Hot/Dry,Samegrelo-Zemo Svaneti,-5.739877289045992
aggregated,2050,Median,Samegrelo-Zemo Svaneti,-2.36214308056951
aggregated,2050,Warm/Wet,Samegrelo-Zemo Svaneti,-1.7062990465632595
aggregated,2050,Hot/Dry,Samtskhe-Javakheti,-1.676004299798521
aggregated,2050,Median,Samtskhe-Javakheti,-0.8039218653956652
aggregated,2050,Warm/Wet,Samtskhe-Javakheti,-0.5433790212114644
aggregated,2050,Hot/Dry,Shida Kartli,-2.1485018641291305
aggregated,2050,Median,Shida Kartli,-1.1872974091446196
aggregated,2050,Warm/Wet,Shida Kartli,-0.5599202241170786
aggregated,2050,Hot/Dry,Tbilisi,-6.59991838581449
aggregated,2050,Median,Tbilisi,-4.195867433365251
aggregated,2050,Warm/Wet,Tbilisi,-1.2338597696219438
